word|origins|part_of_speech|pronunciation|meaning
egress|mid 16th century: from Latin egressus ‘gone out’, from the verb egredi, from ex- ‘out’ + gradi ‘to step’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/egress--_gb_1.mp3|the action of going out of or leaving a place.;another term for emersion.
umpirage|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/umpirage_us_1.mp3|the position or authority of an umpire;ruling of an umpire
wildcat|Etymology Unknown|verb;adjective;noun|https://audio.oxforddictionaries.com/en/mp3/wildcat_us_1.mp3|prospect for oil.;a small native Eurasian and African cat that is typically gray with black markings and a bushy tail, noted for its ferocity.;an exploratory oil well.;(of a strike) sudden and unofficial
hoity-toity|mid 17th century (as noun in the sense ‘boisterous or silly behaviour’, then as adjective meaning ‘lively and playful’): from obsolete hoit ‘indulge in riotous mirth’, of unknown origin.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/hoity_toity--1_gb_1.8.mp3|haughty or snobbish.
hurtle|Middle English (in the sense ‘strike against, collide with’): frequentative of hurt.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/hurtle--_gb_2.mp3|move or cause to move at high speed, typically in an uncontrolled manner.
samosas|from Persian and Urdu.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/samosa--_gb_1.mp3|a triangular savoury pastry fried in ghee or oil, containing spiced vegetables or meat.
tardigrade|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/tardigrade_us_1.mp3|a minute animal of the phylum Tardigrada; a water bear.
nockerl|mid 19th century; earliest use found in Eliza Acton (1799–1859), writer on cookery and poet. From German Nockerl (plural Nockerln), originally a German regional (southern, Austria, and Switzerland) diminutive formation from German regional (southern, Austria, and Switzerland) Nock, Nocke, Nocken dumpling, further etymology uncertain|noun|/home/pi/nockerl.mp3|A small light Austrian and Bavarian dumpling, made with a batter including eggs, and usually semolina.
ceramics|early 19th century: from Greek keramikos, from keramos ‘pottery’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ceramic--_gb_2.mp3|pots and other articles made from clay hardened by heat.
toddler|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/toddler_us_1.mp3|a young child who is just beginning to walk.
jai|via Hindi from Sanskrit jaya ‘conquering’, from ji- ‘win, be victorious’.|exclamation|//ssl.gstatic.com/dictionary/static/sounds/20200429/jai--1_gb_3.mp3|victory! (used as an expression of praise or support, especially in political slogans).
graphologist|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/graphologist_us_2.mp3|one who studies handwriting
variegated|mid 17th century: from Latin variegat- ‘made varied’ (from the verb variegare, from varius ‘diverse’) + -ed2.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/variegated--_gb_1.mp3|exhibiting different colours, especially as irregular patches or streaks.
caffeine|mid 19th century: from French caféine, from café ‘coffee’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/caffeine--_gb_1.mp3|an alkaloid compound which is found especially in tea and coffee plants and is a stimulant of the central nervous system.
carnation|late 16th century: perhaps based on a misreading of Arabic qaranful ‘clove or clove pink’, from Greek karyophyllon . The early forms suggest confusion with carnation2, with incarnation, and with coronation .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/carnation--_gb_1.mp3|a double-flowered cultivated variety of clove pink, with grey-green leaves and showy pink, white, or red flowers.
boomslang|late 18th century: from Afrikaans, from Dutch boom ‘tree’ + slang ‘snake’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/boomslang--_gb_1.mp3|a large, highly venomous southern African tree snake, the male of which is bright green and the female dull olive brown.
cupola|mid 16th century: Italian, from late Latin cupula ‘small cask or burying vault’, diminutive of cupa ‘cask’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cupola--_gb_1.mp3|a rounded dome forming or adorning a roof or ceiling.;a gun turret.;a cylindrical furnace for refining metals, with openings at the bottom for blowing in air and originally with a dome leading to a chimney above.
hypochondria|mid 17th century: via late Latin from Greek hupokhondria, denoting the soft body area below the ribs, from hupo ‘under’ + khondros ‘sternal cartilage’. The term was first used to denote a form of melancholy that was thought to arise from the liver and spleen.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/hypochondria--_gb_1.mp3|abnormal chronic anxiety about one's health.
absolution|Middle English: via Old French from Latin absolutio(n- ), from the verb absolvere (see absolve).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/absolution--_gb_1.mp3|formal release from guilt, obligation, or punishment.
exogenous|mid 19th century: from modern Latin exogena (denoting an exogenous plant, suggested by classical Latin indigena ‘native’) + -ous.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/exogenous--_gb_1.8.mp3|having an external cause or origin.
flurry|late 17th century: from obsolete flurr  ‘fly up, flutter, whirr’ (imitative), probably influenced by hurry.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/flurry--_gb_1.mp3|a small swirling mass of something, especially snow or leaves, moved by sudden gusts of wind.
astrobleme|1960s: from Greek astron ‘star’ + blēma ‘wound’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/astrobleme--_gb_1.mp3|an eroded remnant of a large crater made by the impact of a meteorite or comet.
contrariwise|Etymology Unknown|adverb|https://audio.oxforddictionaries.com/en/mp3/xcontrariwise_us_1.mp3|in the opposite way or order
genteel|late 16th century (in the sense ‘fashionable, stylish’): from French gentil ‘well-born’. From the 17th century to the 19th century the word was used in such senses as ‘of good social position’, ‘having the manners of a well-born person’, ‘well bred’. The ironic or derogatory implication dates from the 19th century.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/genteel--_gb_1.mp3|characterized by exaggerated or affected politeness, refinement, or respectability.
quirky|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/quirky_us_2.mp3|characterized by peculiar or unexpected traits
opinionated|early 17th century: from the (rare) verb opinionate  ‘hold the opinion (that’), from opinion.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/opinionated--_gb_1.mp3|characterized by conceited assertiveness and dogmatism.
Osloite|Unknown|noun|/home/pi/Osloite.mp3|"a native or resident of Oslo, Norway"
pluck|late Old English ploccian, pluccian, of Germanic origin; related to Flemish plokken ; probably from the base of Old French ( es)peluchier ‘to pluck’. Sense 1 of the noun is originally boxers' slang.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/pluck--_gb_1.mp3|take hold of (something) and quickly remove it from its place.;quickly or suddenly remove someone from a dangerous or unpleasant situation.;sound (a musical instrument or its strings) with one's finger or a plectrum.
squawl|Unknown|verb|/home/pi/squawl.mp3|to cry or cry out raucously; scream
adulation|late Middle English: from Latin adulatio(n)-, from adulari ‘fawn on’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/adulation--_gb_1.8.mp3|excessive admiration or praise.
excellence|late Middle English: from Latin excellentia, from the verb excellere ‘surpass’ (see excel).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/excellence--_gb_1.mp3|the quality of being outstanding or extremely good.
permafrost|1940s: from permanent + frost.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/permafrost--_gb_1.mp3|a thick subsurface layer of soil that remains below freezing point throughout the year, occurring chiefly in polar regions.
reign|Middle English: from Old French reignier ‘to reign’, reigne ‘kingdom’, from Latin regnum, related to rex, reg- ‘king’.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/reign--_gb_1.mp3|hold royal office; rule as monarch.
pelisse|early 18th century: from French, from medieval Latin pellicia (vestis) ‘(garment) of fur’, from pellis ‘skin’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/pelisse--_gb_1.8.mp3|a woman's ankle-length cloak with armholes or sleeves.
realpolitik|early 20th century: from German Realpolitik ‘practical politics’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/realpolitik--_gb_1.mp3|a system of politics or principles based on practical rather than moral or ideological considerations.
hibernaculum|Unknown|noun|/home/pi/hibernaculum.mp3|the winter resting part of a plant; a shelter that is occupied during the winter by a dormant insect or other animal and that usually has a characteristic structure for each species; the epiphragm of a snail
pejerrey|Unknown|noun|/home/pi/pejerrey.mp3|any of various silversides of the South American coastsááespeciallyá:áany of several relatively large silversides that resemble mackerel and are important as food
quorum|late Middle English (referring to justices of the peace): used in commissions for committee members designated by the Latin quorum vos … unum ( duos, etc.) esse volumus ‘of whom we wish that you … be one (two, etc.)’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/quorum--_gb_1.mp3|the minimum number of members of an assembly or society that must be present at any of its meetings to make the proceedings of that meeting valid.
catarrh|early 16th century: from French catarrhe, from late Latin catarrhus, from Greek katarrhous, from katarrhein ‘flow down’, from kata- ‘down’ + rhein ‘flow’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/catarrh--_gb_1.mp3|excessive discharge or build-up of mucus in the nose or throat, associated with inflammation of the mucous membrane.
arcane|mid 16th century: from Latin arcanus, from arcere ‘to shut up’, from arca ‘chest’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/arcane--_gb_1.mp3|understood by few; mysterious or secret.
vue|Unknown|noun|/home/pi/vue.mp3|the ability to see
infarction|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/infarction_us_1.mp3|obstruction of the blood supply to an organ or region of tissue, typically by a thrombus or embolus, causing local death of the tissue.
diversity|Middle English: from Old French diversite, from Latin diversitas, from diversus ‘diverse’, past participle of divertere ‘turn aside’ (see divert).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/diversity--_gb_2.mp3|the state of being diverse; variety.;the practice or quality of including or involving people from a range of different social and ethnic backgrounds and of different genders, sexual orientations, etc.
bellwether|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/bellwether_us_1.mp3|the leading sheep of a flock, with a bell on its neck.
potager|mid 17th century: from French jardin potager ‘garden providing vegetables for the pot’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/potager--_gb_2.mp3|a kitchen garden.
brontophobia|Unknown|noun|/home/pi/brontophobia.mp3|fear of thunder
father|Old English fæder, of Germanic origin; related to Dutch vader and German Vater, from an Indo-European root shared by Latin pater and Greek patēr .|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/father--_gb_1.mp3|a man in relation to his child or children.;(often as a title or form of address) a priest.;early Christian theologians (in particular of the first five centuries) whose writings are regarded as especially authoritative.
